iso_639_3,source,category,hours,license_tier,license,source_type,who_transcribed,transcript_exists
pus,common_voice_spontaneous,transcribed,0.77,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
pus,common_voice_spontaneous,untranscribed,10.72,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
pwn,common_voice_scripted,transcribed,14.8,A,CC0-1.0,website text,human volunteer,True
qup,common_voice_scripted,transcribed,15.92,A,CC0-1.0,website text,human volunteer,True
qur,common_voice_scripted,transcribed,10.09,A,CC0-1.0,website text,human volunteer,True
qus,common_voice_scripted,transcribed,11.28,A,CC0-1.0,website text,human volunteer,True
qux,common_voice_scripted,transcribed,12.99,A,CC0-1.0,website text,human volunteer,True
quy,common_voice_scripted,transcribed,1.7,A,CC0-1.0,website text,human volunteer,True
qva,common_voice_scripted,transcribed,9.83,A,CC0-1.0,website text,human volunteer,True
qvi,common_voice_scripted,transcribed,12.53,A,CC0-1.0,website text,human volunteer,True
qvj,common_voice_scripted,transcribed,11.17,A,CC0-1.0,website text,human volunteer,True
qvl,common_voice_scripted,transcribed,10.0,A,CC0-1.0,website text,human volunteer,True
qwa,common_voice_scripted,transcribed,11.5,A,CC0-1.0,website text,human volunteer,True
qws,common_voice_scripted,transcribed,10.38,A,CC0-1.0,website text,human volunteer,True
qxa,common_voice_scripted,transcribed,10.51,A,CC0-1.0,website text,human volunteer,True
qxp,common_voice_scripted,transcribed,34.88,A,CC0-1.0,website text,human volunteer,True
qxp,common_voice_spontaneous,transcribed,5.18,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
qxp,common_voice_spontaneous,untranscribed,30.229999999999997,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
qxt,common_voice_scripted,transcribed,13.26,A,CC0-1.0,website text,human volunteer,True
qxu,common_voice_scripted,transcribed,12.65,A,CC0-1.0,website text,human volunteer,True
qxw,common_voice_scripted,transcribed,13.49,A,CC0-1.0,website text,human volunteer,True
rki,common_voice_spontaneous,transcribed,0.12,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
rki,common_voice_spontaneous,untranscribed,0.48,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
rof,common_voice_scripted,transcribed,11.24,A,CC0-1.0,website text,human volunteer,True
roh,common_voice_scripted,transcribed,11.89,A,CC0-1.0,website text,human volunteer,True
roh,common_voice_scripted,transcribed,4.33,A,CC0-1.0,website text,human volunteer,True
ron,common_voice_scripted,transcribed,51.66,A,CC0-1.0,website text,human volunteer,True
ruc,common_voice_spontaneous,transcribed,10.14,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
ruc,common_voice_spontaneous,untranscribed,7.609999999999999,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
rup,common_voice_scripted,transcribed,0.33,A,CC0-1.0,website text,human volunteer,True
rus,common_voice_scripted,transcribed,291.58,A,CC0-1.0,website text,human volunteer,True
rus,common_voice_spontaneous,transcribed,2.4,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
rus,common_voice_spontaneous,untranscribed,1.0,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
rwm,common_voice_spontaneous,transcribed,10.13,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
rwm,common_voice_spontaneous,untranscribed,3.479999999999998,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
sah,common_voice_scripted,transcribed,23.35,A,CC0-1.0,website text,human volunteer,True
sat,common_voice_scripted,transcribed,1.06,A,CC0-1.0,website text,human volunteer,True
sbn,common_voice_scripted,transcribed,10.75,A,CC0-1.0,website text,human volunteer,True
scl,common_voice_scripted,transcribed,10.2,A,CC0-1.0,website text,human volunteer,True
sco,common_voice_spontaneous,transcribed,10.68,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
sco,common_voice_spontaneous,untranscribed,0.4900000000000002,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
sdo,common_voice_spontaneous,transcribed,1.32,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
sdo,common_voice_spontaneous,untranscribed,8.49,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
seh,common_voice_spontaneous,transcribed,0.0,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
seh,common_voice_spontaneous,untranscribed,1.62,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
sei,common_voice_scripted,transcribed,10.46,A,CC0-1.0,website text,human volunteer,True
shi,common_voice_spontaneous,transcribed,0.01,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
shi,common_voice_spontaneous,untranscribed,2.7100000000000004,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
sin,common_voice_spontaneous,transcribed,0.0,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
sin,common_voice_spontaneous,untranscribed,0.4,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
skr,common_voice_scripted,transcribed,6.75,A,CC0-1.0,website text,human volunteer,True
slk,common_voice_scripted,transcribed,58.32,A,CC0-1.0,website text,human volunteer,True
slv,common_voice_scripted,transcribed,21.61,A,CC0-1.0,website text,human volunteer,True
sna,common_voice_spontaneous,transcribed,0.0,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
sna,common_voice_spontaneous,untranscribed,0.07,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
snd,common_voice_scripted,transcribed,57.79,A,CC0-1.0,website text,human volunteer,True
snv,common_voice_spontaneous,transcribed,0.02,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
snv,common_voice_spontaneous,untranscribed,10.45,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
sot,common_voice_scripted,transcribed,0.18,A,CC0-1.0,website text,human volunteer,True
spa,common_voice_scripted,transcribed,2278.66,A,CC0-1.0,website text,human volunteer,True
spa,common_voice_spontaneous,transcribed,0.07,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
spa,common_voice_spontaneous,untranscribed,1.14,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
sqi,common_voice_scripted,transcribed,9.26,A,CC0-1.0,website text,human volunteer,True
srd,common_voice_scripted,transcribed,3.74,A,CC0-1.0,website text,human volunteer,True
srp,common_voice_scripted,transcribed,12.74,A,CC0-1.0,website text,human volunteer,True
ssi,common_voice_scripted,transcribed,10.54,A,CC0-1.0,website text,human volunteer,True
ssw,common_voice_scripted,transcribed,0.27,A,CC0-1.0,website text,human volunteer,True
sun,common_voice_spontaneous,transcribed,0.03,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
sun,common_voice_spontaneous,untranscribed,0.59,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
sva,common_voice_scripted,transcribed,18.04,A,CC0-1.0,website text,human volunteer,True
swa,common_voice_scripted,transcribed,1064.6,A,CC0-1.0,website text,human volunteer,True
swb,common_voice_spontaneous,transcribed,0.0,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
swb,common_voice_spontaneous,untranscribed,0.33,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
swe,common_voice_scripted,transcribed,56.18,A,CC0-1.0,website text,human volunteer,True
szy,common_voice_scripted,transcribed,14.45,A,CC0-1.0,website text,human volunteer,True
tam,common_voice_scripted,transcribed,425.33,A,CC0-1.0,website text,human volunteer,True
tar,common_voice_scripted,transcribed,10.01,A,CC0-1.0,website text,human volunteer,True
tat,common_voice_scripted,transcribed,33.44,A,CC0-1.0,website text,human volunteer,True
tat,common_voice_spontaneous,transcribed,0.0,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
tat,common_voice_spontaneous,untranscribed,0.22,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
tay,common_voice_scripted,transcribed,12.38,A,CC0-1.0,website text,human volunteer,True
tel,common_voice_scripted,transcribed,3.04,A,CC0-1.0,website text,human volunteer,True
tgk,common_voice_scripted,transcribed,0.95,A,CC0-1.0,website text,human volunteer,True
tha,common_voice_scripted,transcribed,427.0,A,CC0-1.0,website text,human volunteer,True
tha,common_voice_spontaneous,transcribed,0.0,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
tha,common_voice_spontaneous,untranscribed,0.08,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
tig,common_voice_scripted,transcribed,11.26,A,CC0-1.0,website text,human volunteer,True
tir,common_voice_scripted,transcribed,0.65,A,CC0-1.0,website text,human volunteer,True
tli,common_voice_scripted,transcribed,9.92,A,CC0-1.0,website text,human volunteer,True
tob,common_voice_spontaneous,transcribed,9.67,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
tob,common_voice_spontaneous,untranscribed,0.33,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
tok,common_voice_scripted,transcribed,23.39,A,CC0-1.0,website text,human volunteer,True
top,common_voice_spontaneous,transcribed,10.36,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
top,common_voice_spontaneous,untranscribed,0.1400000000000005,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
trv,common_voice_scripted,transcribed,10.11,A,CC0-1.0,website text,human volunteer,True
trw,common_voice_scripted,transcribed,18.55,A,CC0-1.0,website text,human volunteer,True
tsn,common_voice_scripted,transcribed,4.93,A,CC0-1.0,website text,human volunteer,True
tso,common_voice_scripted,transcribed,0.0,A,CC0-1.0,website text,human volunteer,True
ttj,common_voice_spontaneous,transcribed,10.03,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
ttj,common_voice_spontaneous,untranscribed,6.74,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
tui,common_voice_scripted,transcribed,11.03,A,CC0-1.0,website text,human volunteer,True
tuk,common_voice_scripted,transcribed,7.78,A,CC0-1.0,website text,human volunteer,True
tuq,common_voice_spontaneous,transcribed,0.0,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
tuq,common_voice_spontaneous,untranscribed,0.69,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
tur,common_voice_scripted,transcribed,135.64,A,CC0-1.0,website text,human volunteer,True
tur,common_voice_spontaneous,transcribed,0.19,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
tur,common_voice_spontaneous,untranscribed,0.09,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
tvu,common_voice_scripted,transcribed,10.57,A,CC0-1.0,website text,human volunteer,True
twi,common_voice_scripted,transcribed,1.36,A,CC0-1.0,website text,human volunteer,True
udl,common_voice_scripted,transcribed,9.66,A,CC0-1.0,website text,human volunteer,True
uig,common_voice_scripted,transcribed,504.92,A,CC0-1.0,website text,human volunteer,True
ukr,common_voice_scripted,transcribed,118.46,A,CC0-1.0,website text,human volunteer,True
ukv,common_voice_spontaneous,transcribed,10.03,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
ukv,common_voice_spontaneous,untranscribed,1.7599999999999998,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
urd,common_voice_scripted,transcribed,294.7,A,CC0-1.0,website text,human volunteer,True
ush,common_voice_scripted,transcribed,6.76,A,CC0-1.0,website text,human volunteer,True
ush,common_voice_spontaneous,transcribed,4.94,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
ush,common_voice_spontaneous,untranscribed,0.1299999999999999,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
uzb,common_voice_scripted,transcribed,266.0,A,CC0-1.0,website text,human volunteer,True
var,common_voice_scripted,transcribed,11.8,A,CC0-1.0,website text,human volunteer,True
ven,common_voice_scripted,transcribed,0.03,A,CC0-1.0,website text,human volunteer,True
vie,common_voice_scripted,transcribed,22.96,A,CC0-1.0,website text,human volunteer,True
vot,common_voice_scripted,transcribed,0.28,A,CC0-1.0,website text,human volunteer,True
wbl,common_voice_scripted,transcribed,15.36,A,CC0-1.0,website text,human volunteer,True
wes,common_voice_scripted,transcribed,10.77,A,CC0-1.0,website text,human volunteer,True
xhe,common_voice_scripted,transcribed,9.74,A,CC0-1.0,website text,human volunteer,True
xho,common_voice_scripted,transcribed,0.04,A,CC0-1.0,website text,human volunteer,True
xka,common_voice_scripted,transcribed,10.38,A,CC0-1.0,website text,human volunteer,True
xkl,common_voice_spontaneous,transcribed,1.44,A,CC0-1.0,no source - spontaneous speech,human volunteer,True
xkl,common_voice_spontaneous,untranscribed,8.97,A,CC0-1.0,no source - spontaneous speech,human volunteer,False
xmf,common_voice_scripted,transcribed,12.69,A,CC0-1.0,website text,human volunteer,True
yaq,common_voice_scripted,transcribed,11.46,A,CC0-1.0,website text,human volunteer,True
yav,common_voice_scripted,transcribed,10.16,A,CC0-1.0,website text,human volunteer,True
ydg,common_voice_scripted,transcribed,11.47,A,CC0-1.0,website text,human volunteer,True
yid,common_voice_scripted,transcribed,2.23,A,CC0-1.0,website text,human volunteer,True
yor,common_voice_scripted,transcribed,8.26,A,CC0-1.0,website text,human volunteer,True
yue,common_voice_scripted,transcribed,307.41,A,CC0-1.0,website text,human volunteer,True
zgh,common_voice_scripted,transcribed,2.22,A,CC0-1.0,website text,human volunteer,True
zho,common_voice_scripted,transcribed,131.52,A,CC0-1.0,website text,human volunteer,True
zho,common_voice_scripted,transcribed,1074.32,A,CC0-1.0,website text,human volunteer,True
zho,common_voice_scripted,transcribed,143.37,A,CC0-1.0,website text,human volunteer,True
zoc,common_voice_scripted,transcribed,10.14,A,CC0-1.0,website text,human volunteer,True
zul,common_voice_scripted,transcribed,0.31,A,CC0-1.0,website text,human volunteer,True
zza,common_voice_scripted,transcribed,2.72,A,CC0-1.0,website text,human volunteer,True
bul,voxpopuli,untranscribed,17600.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
ces,voxpopuli,transcribed,62.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
ces,voxpopuli,untranscribed,18700.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
dan,voxpopuli,untranscribed,13600.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
deu,voxpopuli,transcribed,282.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
deu,voxpopuli,untranscribed,23200.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
ell,voxpopuli,untranscribed,17700.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
eng,voxpopuli,transcribed,543.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
eng,voxpopuli,untranscribed,24100.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
est,voxpopuli,transcribed,3.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
est,voxpopuli,untranscribed,10600.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
fin,voxpopuli,transcribed,27.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
fin,voxpopuli,untranscribed,14200.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
fra,voxpopuli,transcribed,211.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
fra,voxpopuli,untranscribed,22800.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
hrv,voxpopuli,transcribed,43.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
hrv,voxpopuli,untranscribed,8100.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
hun,voxpopuli,transcribed,63.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
hun,voxpopuli,untranscribed,17700.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
ita,voxpopuli,transcribed,91.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
ita,voxpopuli,untranscribed,21900.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
lav,voxpopuli,untranscribed,13100.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
lit,voxpopuli,transcribed,2.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
lit,voxpopuli,untranscribed,14400.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
mlt,voxpopuli,untranscribed,9100.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
nld,voxpopuli,transcribed,53.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
nld,voxpopuli,untranscribed,19000.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
pol,voxpopuli,transcribed,111.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
pol,voxpopuli,untranscribed,21200.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
por,voxpopuli,untranscribed,17500.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
ron,voxpopuli,transcribed,89.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
ron,voxpopuli,untranscribed,17900.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
slk,voxpopuli,transcribed,35.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
slk,voxpopuli,untranscribed,12100.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
slv,voxpopuli,transcribed,10.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
slv,voxpopuli,untranscribed,11300.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
spa,voxpopuli,transcribed,166.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,True
spa,voxpopuli,untranscribed,21400.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
swe,voxpopuli,untranscribed,16300.0,A,CC0-1.0,european parliament recording,european parliament human volunteers,False
abl,lingua_libre,transcribed,0.3742,,CC BY-SA 4.0,,no transcription – pre-set word,True
abr,lingua_libre,transcribed,0.0003,,CC BY-SA 4.0,,no transcription – pre-set word,True
abu,lingua_libre,transcribed,0.0032,,CC BY-SA 4.0,,no transcription – pre-set word,True
ace,lingua_libre,transcribed,0.1335,,CC BY-SA 4.0,,no transcription – pre-set word,True
acm,lingua_libre,transcribed,0.0003,,CC BY-SA 4.0,,no transcription – pre-set word,True
aen,lingua_libre,transcribed,2.0841,,CC BY-SA 4.0,,no transcription – pre-set word,True
afr,lingua_libre,transcribed,0.9757,,CC BY-SA 4.0,,no transcription – pre-set word,True
aho,lingua_libre,transcribed,0.0153,,CC BY-SA 4.0,,no transcription – pre-set word,True
amh,lingua_libre,transcribed,0.0606,,CC BY-SA 4.0,,no transcription – pre-set word,True
ami,lingua_libre,transcribed,0.0231,,CC BY-SA 4.0,,no transcription – pre-set word,True
ann,lingua_libre,transcribed,0.0081,,CC BY-SA 4.0,,no transcription – pre-set word,True
anp,lingua_libre,transcribed,0.0002,,CC BY-SA 4.0,,no transcription – pre-set word,True
any,lingua_libre,transcribed,0.0112,,CC BY-SA 4.0,,no transcription – pre-set word,True
apc,lingua_libre,transcribed,0.5439,,CC BY-SA 4.0,,no transcription – pre-set word,True
apd,lingua_libre,transcribed,0.0013,,CC BY-SA 4.0,,no transcription – pre-set word,True
ara,lingua_libre,transcribed,5.4857,,CC BY-SA 4.0,,no transcription – pre-set word,True
arq,lingua_libre,transcribed,0.1854,,CC BY-SA 4.0,,no transcription – pre-set word,True
ary,lingua_libre,transcribed,0.5458,,CC BY-SA 4.0,,no transcription – pre-set word,True
arz,lingua_libre,transcribed,0.3075,,CC BY-SA 4.0,,no transcription – pre-set word,True
asm,lingua_libre,transcribed,0.6565,,CC BY-SA 4.0,,no transcription – pre-set word,True
ast,lingua_libre,transcribed,2.2982,,CC BY-SA 4.0,,no transcription – pre-set word,True
atj,lingua_libre,transcribed,0.2485,,CC BY-SA 4.0,,no transcription – pre-set word,True
aze,lingua_libre,transcribed,2.3002,,CC BY-SA 4.0,,no transcription – pre-set word,True
bak,lingua_libre,transcribed,0.0002,,CC BY-SA 4.0,,no transcription – pre-set word,True
bam,lingua_libre,transcribed,0.0182,,CC BY-SA 4.0,,no transcription – pre-set word,True
ban,lingua_libre,transcribed,0.4939,,CC BY-SA 4.0,,no transcription – pre-set word,True
bar,lingua_libre,transcribed,0.1658,,CC BY-SA 4.0,,no transcription – pre-set word,True
bas,lingua_libre,transcribed,0.0364,,CC BY-SA 4.0,,no transcription – pre-set word,True
bbc,lingua_libre,transcribed,0.0593,,CC BY-SA 4.0,,no transcription – pre-set word,True
bbj,lingua_libre,transcribed,0.0667,,CC BY-SA 4.0,,no transcription – pre-set word,True
bci,lingua_libre,transcribed,0.1369,,CC BY-SA 4.0,,no transcription – pre-set word,True
bcl,lingua_libre,transcribed,1.0654,,CC BY-SA 4.0,,no transcription – pre-set word,True
bdu,lingua_libre,transcribed,0.0352,,CC BY-SA 4.0,,no transcription – pre-set word,True
bel,lingua_libre,transcribed,0.5852,,CC BY-SA 4.0,,no transcription – pre-set word,True
ben,lingua_libre,transcribed,27.8039,,CC BY-SA 4.0,,no transcription – pre-set word,True
bew,lingua_libre,transcribed,0.6984,,CC BY-SA 4.0,,no transcription – pre-set word,True
bho,lingua_libre,transcribed,0.0341,,CC BY-SA 4.0,,no transcription – pre-set word,True
bhw,lingua_libre,transcribed,0.0144,,CC BY-SA 4.0,,no transcription – pre-set word,True
bik,lingua_libre,transcribed,0.5481,,CC BY-SA 4.0,,no transcription – pre-set word,True
bin,lingua_libre,transcribed,0.0001,,CC BY-SA 4.0,,no transcription – pre-set word,True
bjn,lingua_libre,transcribed,0.7623,,CC BY-SA 4.0,,no transcription – pre-set word,True
bkr,lingua_libre,transcribed,0.1504,,CC BY-SA 4.0,,no transcription – pre-set word,True
blk,lingua_libre,transcribed,0.5402,,CC BY-SA 4.0,,no transcription – pre-set word,True
bod,lingua_libre,transcribed,0.0012,,CC BY-SA 4.0,,no transcription – pre-set word,True
bom,lingua_libre,transcribed,0.0002,,CC BY-SA 4.0,,no transcription – pre-set word,True
bqr,lingua_libre,transcribed,0.4695,,CC BY-SA 4.0,,no transcription – pre-set word,True
bre,lingua_libre,transcribed,1.082,,CC BY-SA 4.0,,no transcription – pre-set word,True
bse,lingua_libre,transcribed,0.0006,,CC BY-SA 4.0,,no transcription – pre-set word,True
btd,lingua_libre,transcribed,0.0317,,CC BY-SA 4.0,,no transcription – pre-set word,True
btm,lingua_libre,transcribed,0.2449,,CC BY-SA 4.0,,no transcription – pre-set word,True
bto,lingua_libre,transcribed,0.0028,,CC BY-SA 4.0,,no transcription – pre-set word,True
bts,lingua_libre,transcribed,0.0447,,CC BY-SA 4.0,,no transcription – pre-set word,True
btx,lingua_libre,transcribed,0.0169,,CC BY-SA 4.0,,no transcription – pre-set word,True
bug,lingua_libre,transcribed,0.2902,,CC BY-SA 4.0,,no transcription – pre-set word,True
bul,lingua_libre,transcribed,4.2309,,CC BY-SA 4.0,,no transcription – pre-set word,True
bum,lingua_libre,transcribed,0.0353,,CC BY-SA 4.0,,no transcription – pre-set word,True
bxg,lingua_libre,transcribed,0.022,,CC BY-SA 4.0,,no transcription – pre-set word,True
bzm,lingua_libre,transcribed,0.0359,,CC BY-SA 4.0,,no transcription – pre-set word,True
cak,lingua_libre,transcribed,0.0301,,CC BY-SA 4.0,,no transcription – pre-set word,True
cat,lingua_libre,transcribed,8.5052,,CC BY-SA 4.0,,no transcription – pre-set word,True
ceb,lingua_libre,transcribed,0.1144,,CC BY-SA 4.0,,no transcription – pre-set word,True
ces,lingua_libre,transcribed,1.8369,,CC BY-SA 4.0,,no transcription – pre-set word,True
cha,lingua_libre,transcribed,0.001,,CC BY-SA 4.0,,no transcription – pre-set word,True
chv,lingua_libre,transcribed,0.0147,,CC BY-SA 4.0,,no transcription – pre-set word,True
ckb,lingua_libre,transcribed,0.0008,,CC BY-SA 4.0,,no transcription – pre-set word,True
ckh,lingua_libre,transcribed,0.0015,,CC BY-SA 4.0,,no transcription – pre-set word,True
cmn,lingua_libre,transcribed,1.3374,,CC BY-SA 4.0,,no transcription – pre-set word,True
cni,lingua_libre,transcribed,0.0004,,CC BY-SA 4.0,,no transcription – pre-set word,True
cor,lingua_libre,transcribed,0.1753,,CC BY-SA 4.0,,no transcription – pre-set word,True
crh,lingua_libre,transcribed,0.0084,,CC BY-SA 4.0,,no transcription – pre-set word,True
csb,lingua_libre,transcribed,0.0003,,CC BY-SA 4.0,,no transcription – pre-set word,True
cym,lingua_libre,transcribed,1.5261,,CC BY-SA 4.0,,no transcription – pre-set word,True
dag,lingua_libre,transcribed,0.0706,,CC BY-SA 4.0,,no transcription – pre-set word,True
dan,lingua_libre,transcribed,0.0435,,CC BY-SA 4.0,,no transcription – pre-set word,True
deu,lingua_libre,transcribed,11.1342,,CC BY-SA 4.0,,no transcription – pre-set word,True
dje,lingua_libre,transcribed,0.0006,,CC BY-SA 4.0,,no transcription – pre-set word,True
dnj,lingua_libre,transcribed,0.0045,,CC BY-SA 4.0,,no transcription – pre-set word,True
dtp,lingua_libre,transcribed,0.5044,,CC BY-SA 4.0,,no transcription – pre-set word,True
dua,lingua_libre,transcribed,0.0841,,CC BY-SA 4.0,,no transcription – pre-set word,True
duf,lingua_libre,transcribed,0.0009,,CC BY-SA 4.0,,no transcription – pre-set word,True
dyu,lingua_libre,transcribed,0.0761,,CC BY-SA 4.0,,no transcription – pre-set word,True
ekp,lingua_libre,transcribed,0.0045,,CC BY-SA 4.0,,no transcription – pre-set word,True
emq,lingua_libre,transcribed,0.006,,CC BY-SA 4.0,,no transcription – pre-set word,True
end,lingua_libre,transcribed,0.0009,,CC BY-SA 4.0,,no transcription – pre-set word,True
eng,lingua_libre,transcribed,35.063,,CC BY-SA 4.0,,no transcription – pre-set word,True
epo,lingua_libre,transcribed,12.8439,,CC BY-SA 4.0,,no transcription – pre-set word,True
est,lingua_libre,transcribed,0.0072,,CC BY-SA 4.0,,no transcription – pre-set word,True
eus,lingua_libre,transcribed,7.2478,,CC BY-SA 4.0,,no transcription – pre-set word,True
ewe,lingua_libre,transcribed,0.0032,,CC BY-SA 4.0,,no transcription – pre-set word,True
ext,lingua_libre,transcribed,0.1543,,CC BY-SA 4.0,,no transcription – pre-set word,True
fas,lingua_libre,transcribed,1.5098,,CC BY-SA 4.0,,no transcription – pre-set word,True
fij,lingua_libre,transcribed,0.0096,,CC BY-SA 4.0,,no transcription – pre-set word,True
fil,lingua_libre,transcribed,0.0025,,CC BY-SA 4.0,,no transcription – pre-set word,True
fin,lingua_libre,transcribed,0.058,,CC BY-SA 4.0,,no transcription – pre-set word,True
fon,lingua_libre,transcribed,0.2357,,CC BY-SA 4.0,,no transcription – pre-set word,True
frp,lingua_libre,transcribed,0.0102,,CC BY-SA 4.0,,no transcription – pre-set word,True
fry,lingua_libre,transcribed,0.0032,,CC BY-SA 4.0,,no transcription – pre-set word,True
fsl,lingua_libre,transcribed,0.1567,,CC BY-SA 4.0,,no transcription – pre-set word,True
fud,lingua_libre,transcribed,0.0006,,CC BY-SA 4.0,,no transcription – pre-set word,True
ful,lingua_libre,transcribed,0.0039,,CC BY-SA 4.0,,no transcription – pre-set word,True
fur,lingua_libre,transcribed,0.0016,,CC BY-SA 4.0,,no transcription – pre-set word,True
gaa,lingua_libre,transcribed,0.069,,CC BY-SA 4.0,,no transcription – pre-set word,True
gay,lingua_libre,transcribed,0.0014,,CC BY-SA 4.0,,no transcription – pre-set word,True
gcf,lingua_libre,transcribed,0.1568,,CC BY-SA 4.0,,no transcription – pre-set word,True
gcr,lingua_libre,transcribed,0.4814,,CC BY-SA 4.0,,no transcription – pre-set word,True
gla,lingua_libre,transcribed,0.0033,,CC BY-SA 4.0,,no transcription – pre-set word,True
gle,lingua_libre,transcribed,0.171,,CC BY-SA 4.0,,no transcription – pre-set word,True
glg,lingua_libre,transcribed,0.1987,,CC BY-SA 4.0,,no transcription – pre-set word,True
goa,lingua_libre,transcribed,0.0002,,CC BY-SA 4.0,,no transcription – pre-set word,True
gon,lingua_libre,transcribed,0.0007,,CC BY-SA 4.0,,no transcription – pre-set word,True
gor,lingua_libre,transcribed,0.0783,,CC BY-SA 4.0,,no transcription – pre-set word,True
grc,lingua_libre,transcribed,0.0089,,CC BY-SA 4.0,,no transcription – pre-set word,True
gsw,lingua_libre,transcribed,0.2961,,CC BY-SA 4.0,,no transcription – pre-set word,True
